orig_food_common_name,name,orig_content,orig_unit,cas_number
sweets. unspecified,D-Glucose,4600.0,mg/100 g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
sweets. unspecified,Ergocalciferol,0.0,mg/100 g,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
sweets. unspecified,Iron,0.73,mg/100 g,[Fe]
sweets. unspecified,Maltodextrin,4400.0,mg/100 g,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
sweets. unspecified,Manganese,0.03,mg/100 g,[Mn]
sweets. unspecified,Nitrogen,0.0,mg/100 g,N#N
sweets. unspecified,Phytomenadione,0.0,mg/100 g,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CC1=C(C)C(=O)C2=CC=CC=C2C1=O
sweets. unspecified,Potassium,42.0,mg/100 g,[K+]
sweets. unspecified,Retinol,0.0,mg/100 g,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
sweets. unspecified,Sodium,157.0,mg/100 g,[Na]
sweets. unspecified,Sucrose,43833.333333333336,mg/100 g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
sweets. unspecified,Vitamin D3,0.0,mg/100 g,CC(C)CCCC(C)C1CCC2\C(CCCC12C)=C\C=C1/CC(O)CCC1=C
sweets. unspecified,Zinc,0.05,mg/100 g,[Zn]
sweets. unspecified,alpha-Tocopherol,0.0,mg/100 g,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
sweets. unspecified,beta-Carotene,0.0,mg/100 g,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
swiss chard leaves [red],4-Hydroxybenzoic acid,4.6999998089999995,mg/100g,OC(=O)C1=CC=C(O)C=C1
swiss chard leaves [red],Caffeic acid,14.800000190999999,mg/100g,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
swiss chard leaves [red],Ferulic acid,8.100000381000001,mg/100g,[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O
swiss chard leaves [red],Gallic acid,1.399999976,mg/100g,OC(=O)C1=CC(O)=C(O)C(O)=C1
swiss chard leaves [red],Kaempferol,9.199999809,mg/100g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
swiss chard leaves [red],Myricetin,2.200000048,mg/100g,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
swiss chard leaves [red],Quercetin,7.5,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
swiss chard leaves [red],Syringic acid,44.900001526000004,mg/100g,COC1=CC(=CC(OC)=C1O)C(O)=O
swiss chard leaves [red],Vanillic acid,5.099999905,mg/100g,COC1=C(O)C=CC(=C1)C(O)=O
swiss chard leaves [red],p-Coumaric acid,10.399999618999999,mg/100g,OC(=O)\C=C\C1=CC=C(O)C=C1
swiss chard leaves [white],4-Hydroxybenzoic acid,1.899999976,mg/100g,OC(=O)C1=CC=C(O)C=C1
swiss chard leaves [white],Caffeic acid,7.8000001910000005,mg/100g,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
swiss chard leaves [white],Ferulic acid,10.800000190999999,mg/100g,[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O
swiss chard leaves [white],Gallic acid,3.700000048,mg/100g,OC(=O)C1=CC(O)=C(O)C(O)=C1
swiss chard leaves [white],Kaempferol,5.8000001910000005,mg/100g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
swiss chard leaves [white],Myricetin,3.099999905,mg/100g,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
swiss chard leaves [white],Quercetin,2.200000048,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
swiss chard leaves [white],Syringic acid,45.099998473999996,mg/100g,COC1=CC(=CC(OC)=C1O)C(O)=O
swiss chard leaves [white],Vanillic acid,3.200000048,mg/100g,COC1=C(O)C=CC(=C1)C(O)=O
swiss chard leaves [white],p-Coumaric acid,8.0,mg/100g,OC(=O)\C=C\C1=CC=C(O)C=C1
swiss chard stems [red],4-Hydroxybenzoic acid,3.900000095,mg/100g,OC(=O)C1=CC=C(O)C=C1
swiss chard stems [red],Caffeic acid,0.200000003,mg/100g,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
swiss chard stems [red],Ferulic acid,5.599999905,mg/100g,[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O
swiss chard stems [red],Gallic acid,1.200000048,mg/100g,OC(=O)C1=CC(O)=C(O)C(O)=C1
swiss chard stems [red],Kaempferol,1.7000000480000002,mg/100g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
swiss chard stems [red],Myricetin,0.10000000099999999,mg/100g,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
swiss chard stems [red],Quercetin,0.5,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
swiss chard stems [red],Syringic acid,7.5,mg/100g,COC1=CC(=CC(OC)=C1O)C(O)=O
swiss chard stems [red],Vanillic acid,0.8999999759999999,mg/100g,COC1=C(O)C=CC(=C1)C(O)=O
swiss chard stems [red],p-Coumaric acid,4.400000095,mg/100g,OC(=O)\C=C\C1=CC=C(O)C=C1
swiss chard stems [white],4-Hydroxybenzoic acid,2.400000095,mg/100g,OC(=O)C1=CC=C(O)C=C1
swiss chard stems [white],Caffeic acid,1.899999976,mg/100g,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
swiss chard stems [white],Ferulic acid,3.400000095,mg/100g,[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O
swiss chard stems [white],Gallic acid,1.5,mg/100g,OC(=O)C1=CC(O)=C(O)C(O)=C1
swiss chard stems [white],Kaempferol,0.5,mg/100g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
swiss chard stems [white],Myricetin,0.0,mg/100g,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
swiss chard stems [white],Quercetin,0.300000012,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
swiss chard stems [white],Syringic acid,1.5,mg/100g,COC1=CC(=CC(OC)=C1O)C(O)=O
swiss chard stems [white],Vanillic acid,5.400000095,mg/100g,COC1=C(O)C=CC(=C1)C(O)=O
swiss chard stems [white],p-Coumaric acid,3.700000048,mg/100g,OC(=O)\C=C\C1=CC=C(O)C=C1
swiss roll,"(Z,Z)-9,12-Octadecadienoic acid",1090.0,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
swiss roll,"C18:1, n-9",2680.0,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
swiss roll,D-Fructose,1000.0,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
swiss roll,D-Glucose,1900.0,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
swiss roll,Dodecanoic acid,710.0,mg/100g,CCCCCCCCCCCC(O)=O
swiss roll,Lactose,300.0,mg/100g,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
swiss roll,Nitrogen,600.0,mg/100 g,N#N
swiss roll,Nonanoic acid,225.0,mg/100 g,CCCCCCCCC(O)=O
swiss roll,Oleic acid,2680.0,mg/100 g,CCCCCCCC\C=C\CCCCCCCC(O)=O
swiss roll,Potassium,119.0,mg/100 g,[K+]
swiss roll,Sodium,167.66666666666666,mg/100 g,[Na]
swiss roll,Starch,15600.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
swiss roll,"Starch, pregelatinized",15600.0,mg/100 g,COC1C(O)C(O)C(OCC2OC(OC3C(O)C(O)C(C)OC3CO)C(O)C(O)C2OC2OC(CO)C(OC)C(O)C2O)OC1CO
swiss roll,Sucrose,23066.666666666668,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
swiss roll,Sugars,25200.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
swiss roll,beta-Lactose,300.0,mg/100 g,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
swisswurst,Arginine,840.0,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
swisswurst,Glycine,910.0,mg/100g,NCC(O)=O
swisswurst,L-Alanine,830.0,mg/100g,C[C@H](N)C(O)=O
swisswurst,L-Aspartic acid,1240.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
swisswurst,L-Glutamic acid,2350.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
swisswurst,L-Histidine,470.0,mg/100g,NC(CC1=CN=CN1)C(O)=O
swisswurst,L-Isoleucine,620.0,mg/100g,CCC(C)C(N)C(O)=O
swisswurst,L-Leucine,1100.0,mg/100g,CC(C)CC(N)C(O)=O
swisswurst,L-Lysine,1160.0,mg/100g,NCCCC[C@H](N)C(O)=O
swisswurst,L-Methionine,360.0,mg/100g,CSCC[C@H](N)C(O)=O
swisswurst,L-Proline,970.0,mg/100g,OC(=O)[C@@H]1CCCN1
swisswurst,L-Serine,600.0,mg/100g,NC(CO)C(O)=O
swisswurst,L-Threonine,540.0,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
swisswurst,L-Tyrosine,520.0,mg/100g,NC(CC1=CC=C(O)C=C1)C(O)=O
swisswurst,Sodium,827.0,mg/100g,[Na]
syrup,(R)-Oxypeucedanin,2.5,mg/100 g,CC1(C)OC1COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
syrup,"24,25-Dihydroxyvitamin D3",0.0,mg/100 g,CC(CCC(O)C(C)(C)O)C1CCC2\C(CCCC12C)=C/C=C1\CC(O)CCC1=C
syrup,Calcium,75.0,mg/100g,[Ca++]
syrup,Chromium,0.005,mg/100g,[Cr]
syrup,Copper,0.24,mg/100g,[Cu]
syrup,Ethanol,0.0,mg/100g,CCO
syrup,Iodine,0.005,mg/100g,II
syrup,Iron,2.5,mg/100g,[Fe]
syrup,Manganese,0.11,mg/100g,[Mn]
syrup,Nickel,0.03,mg/100g,[Ni]
syrup,Nicotinic acid,0.10000000000000002,NE,OC(=O)C1=CN=CC=C1
syrup,Nitrogen,0.0,mg/100 g,N#N
syrup,Phosphorus,2.5,mg/100g,P
syrup,Potassium,220.0,mg/100g,[K+]
syrup,Retinol,0.0,RE,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
syrup,Riboflavine,0.01,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
syrup,Selenium,0.001,mg/100g,[Se]
syrup,Sodium,75.0,mg/100g,[Na]
syrup,Sucrose,25566.666666666668,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
syrup,Sugars,76700.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
syrup,Vitamin D3,0.0,mg/100 g,CC(C)CCCC(C)C1CCC2\C(CCCC12C)=C\C=C1/CC(O)CCC1=C
syrup,Zinc,0.13,mg/100g,[Zn]
syrup,beta-Carotene,0.0,mg/100 g,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
syrups,Caffeine,0.0,mg/100g,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
syrups,Calcium,6.0,mg/100g,[Ca++]
syrups,Copper,0.026000000000000002,mg/100g,[Cu]
syrups,Ethanol,0.0,mg/100g,CCO
syrups,Iron,0.05,mg/100g,[Fe]
syrups,Pantothenic acid,0.002,mg/100g,CC(C)(CO)C(O)C(=O)NCCC(O)=O
syrups,Phosphorus,4.0,mg/100g,P
syrups,Potassium,28.0,mg/100g,[K+]
syrups,Retinol,0.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
syrups,Riboflavine,0.01,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
syrups,Selenium,0.0005499999999999999,mg/100g,[Se]
syrups,Sodium,24.0,mg/100g,[Na]
syrups,Sucrose,58320.0,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
syrups,Sugars,41493.846153846156,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
syrups,Theobromine,0.0,mg/100g,CN1C=NC2=C1C(=O)NC(=O)N2C
syrups,Zinc,0.13,mg/100g,[Zn]
t.g.i. friday's,"(Z,Z)-9,12-Octadecadienoic acid",5866.0,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
t.g.i. friday's,L-Glutamic acid,4368.5,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
t.g.i. friday's,Starch,19472.5,mg/100g,OCC1OC(O)C(O)C(O)C1O
taco bell,Starch,16159.09090909091,mg/100g,OCC1OC(O)C(O)C(O)C1O
taco shell,"(2E,4E)-Decadienal",0.026000000000000002,mg/kg,CCCCC\C=C/C=C/C=O
taco shell,"(2E,4Z)-Decadienal",0.009000000000000001,mg/kg,CCCCC\C=C/C=C/C=O
taco shell,(E)-2-Heptenal,0.009000000000000001,mg/kg,CCCC\C=C\C=O
taco shell,1-Pentanol,0.034,mg/kg,CCCCCO
taco shell,"2,3-Dimethylpyrazine",0.006,mg/kg,CC1=C(C)N=CC=N1
taco shell,"2,3-Pentanedione",0.021,mg/kg,CCC(=O)C(C)=O
taco shell,"2,5-Dimethylpyrazine",0.013999999999999999,mg/kg,CC1=CN=C(C)C=N1
taco shell,2-Aminoacetophenone,0.039,mg/kg,NCC(=O)C1=CC=CC=C1
taco shell,2-Ethylpyrazine,0.009000000000000001,mg/kg,CCC1=CN=CC=N1
taco shell,2-Furanmethanol,0.008,mg/kg,OCC1=CC=CO1
taco shell,2-Methoxy-4-vinylphenol,0.043,mg/kg,COC1=CC(C=C)=CC=C1O
taco shell,2-Methylbutanal,0.01,mg/kg,CCC(C)C=O
taco shell,3-Methylbutanal,0.013999999999999999,mg/kg,CC(C)CC=O
taco shell,4-Vinylphenol,0.013999999999999999,mg/kg,OC1=CC=C(C=C)C=C1
taco shell,"5-Acetyl-3,4-dihydro-2H-pyrrole",0.008,mg/kg,CC(=O)C1=NCCC1
taco shell,Acetoin,0.008,mg/kg,CC(O)C(C)=O
taco shell,Heptanal,0.011000000000000001,mg/kg,CCCCCCC=O
taco shell,Hexanal,0.18,mg/kg,CCCCCC=O
taco shell,Limonene,0.01,mg/kg,CC(=C)C1CCC(C)=CC1
taco shell,Methylpyrazine,0.018000000000000002,mg/kg,CC1=CN=CC=N1
taco shell,Nonanal,0.013999999999999999,mg/kg,CCCCCCCCC=O
taco shell,Pyrazine,0.07,mg/kg,C1=CN=CC=N1
taco shell,Vanillin,0.009000000000000001,mg/kg,COC1=CC(C=O)=CC=C1O
taco shells,L-Alanine,540.0,mg/100g,C[C@H](N)C(O)=O
taco shells,L-Aspartic acid,540.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
taco shells,L-Glutamic acid,1305.5,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
taco shells,L-Leucine,861.5,mg/100g,CC(C)CC(N)C(O)=O
taco shells,L-Proline,700.0,mg/100g,OC(=O)[C@@H]1CCCN1
taco shells,Starch,57330.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
taco shells,Sugars,1230.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
tamales,"(Z,Z)-9,12-Octadecadienoic acid",904.0,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
tamales,Calcium,18.0,mg/100g,[Ca++]
tamales,Cholesterol,27.0,mg/100g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
tamales,D-Fructose,600.0,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
tamales,D-Glucose,490.0,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
tamales,Phosphorus,141.0,mg/100g,P
tamales,Potassium,250.0,mg/100g,[K+]
tamales,Retinol,814.5,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
tamales,Sodium,298.0,mg/100g,[Na]
tamales,Starch,15130.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
tamales,Sucrose,480.0,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
tamales,Sugars,1570.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
tamales,alpha-Linolenic acid,31.0,mg/100g,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
tamales (navajo),Arginine,391.0,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
tamales (navajo),Glycine,384.0,mg/100g,NCC(O)=O
tamales (navajo),L-Alanine,422.0,mg/100g,C[C@H](N)C(O)=O
tamales (navajo),L-Aspartic acid,556.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
tamales (navajo),L-Glutamic acid,1029.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
tamales (navajo),L-Isoleucine,271.0,mg/100g,CCC(C)C(N)C(O)=O
tamales (navajo),L-Leucine,568.0,mg/100g,CC(C)CC(N)C(O)=O
tamales (navajo),L-Lysine,427.0,mg/100g,NCCCC[C@H](N)C(O)=O
tamales (navajo),L-Proline,382.0,mg/100g,OC(=O)[C@@H]1CCCN1
tamales (navajo),L-Serine,273.0,mg/100g,NC(CO)C(O)=O
tamales (navajo),L-Threonine,239.0,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
tamales (navajo),Sodium,427.0,mg/100g,[Na]
tamales (navajo),Starch,12270.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
tamales (navajo),Sucrose,400.0,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
tamales (navajo),Sugars,990.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
tamarind,(R)-Oxypeucedanin,113.0,mg/100 g,CC1(C)OC1COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
tamarind,"(Z,Z)-9,12-Octadecadienoic acid",52.0,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
tamarind,(±)-Tryptophan,9.15,mg/100 g,NC(CC1=CNC2=C1C=CC=C2)C(O)=O
tamarind,"C18:1, n-9",160.0,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
tamarind,Calcium,74.0,mg/100g,[Ca++]
tamarind,Iron,2.8,mg/100g,[Fe]
tamarind,L-Ascorbic acid,3.5,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
tamarind,L-Lysine,140.0,mg/100g,NCCCC[C@H](N)C(O)=O
tamarind,L-Methionine,14.0,mg/100g,CSCC[C@H](N)C(O)=O
tamarind,L-Tryptophan,18.0,mg/100g,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
tamarind,Nicotinic acid,2.14,NE,OC(=O)C1=CN=CC=C1
tamarind,Nitrogen,400.0,mg/100 g,N#N
tamarind,Oleic acid,160.0,mg/100 g,CCCCCCCC\C=C\CCCCCCCC(O)=O
tamarind,Phosphorus,113.0,mg/100g,P
tamarind,Potassium,628.0,mg/100g,[K+]
tamarind,Pyridoxine,0.066,mg/100 g,CC1=C(O)C(CO)=C(CO)C=N1
tamarind,Riboflavine,0.152,mg/100 g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
tamarind,Sodium,28.0,mg/100g,[Na]
tamarind,Thiamine,0.428,mg/100 g,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
tamarind,epsilon-Polylysine,140.0,mg/100 g,NCCCC[C@H](N)C(O)=O
tamarind nectar,Betaine,0.1,mg/100g,C[N+](C)(C)CC([O-])=O
tamarind nectar,Calcium,10.0,mg/100g,[Ca++]
tamarind nectar,Choline,1.3,mg/100g,C[N+](C)(C)CCO
tamarind nectar,Copper,0.013999999999999999,mg/100g,[Cu]
tamarind nectar,D-Fructose,6070.0,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
tamarind nectar,D-Glucose,5920.0,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
tamarind nectar,Iron,0.75,mg/100g,[Fe]
tamarind nectar,L-Ascorbic acid,7.1,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
tamarind nectar,Maltose,570.0,mg/100g,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
tamarind nectar,Manganese,0.02,mg/100g,[Mn]
tamarind nectar,Nicotinic acid,0.07,mg/100g,OC(=O)C1=CN=CC=C1
tamarind nectar,Pantothenic acid,0.037000000000000005,mg/100g,CC(C)(CO)C(O)C(=O)NCCC(O)=O
tamarind nectar,Phosphorus,2.0,mg/100g,P
tamarind nectar,Potassium,27.0,mg/100g,[K+]
tamarind nectar,Pyridoxine,0.006999999999999999,mg/100g,CC1=C(O)C(CO)=C(CO)C=N1
tamarind nectar,Sodium,7.0,mg/100g,[Na]
tamarind nectar,Sucrose,130.0,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
tamarind nectar,Sugars,12700.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
tamarind nectar,Zinc,0.02,mg/100g,[Zn]
tamarind nectar,alpha-Tocopherol,0.12,mg/100g,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
tamarind nectar,gamma-Tocopherol,0.02,mg/100g,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=CC(O)=C(C)C(C)=C2O1
tamarinds,Calcium,74.0,mg/100g,[Ca++]
tamarinds,Choline,8.6,mg/100g,C[N+](C)(C)CCO
tamarinds,Iron,2.8,mg/100g,[Fe]
tamarinds,L-Ascorbic acid,3.5,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
tamarinds,L-Lysine,139.0,mg/100g,NCCCC[C@H](N)C(O)=O
tamarinds,L-Methionine,14.0,mg/100g,CSCC[C@H](N)C(O)=O
tamarinds,L-Tryptophan,18.0,mg/100g,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
tamarinds,Nicotinic acid,1.9380000000000002,mg/100g,OC(=O)C1=CN=CC=C1
tamarinds,Phosphorus,113.0,mg/100g,P
tamarinds,Potassium,628.0,mg/100g,[K+]
tamarinds,Retinol,16.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
tamarinds,Sodium,28.0,mg/100g,[Na]
tamarinds,Sugars,57400.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
tamarinds,Thiamine,0.428,mg/100g,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
tangerine,(E)-2-Phenyl-2-butenal,59.0,mg/100 g,C\C=C(\C=O)C1=CC=CC=C1
tangerine,"(Z,Z)-9,12-Octadecadienoic acid",72.0,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
tangerine,Apigenin,0.0,mg/100g,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1
tangerine,Arginine,75.0,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
tangerine,"C18:1, n-9",77.0,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
tangerine,D-Aspartic acid,100.5,mg/100 g,N[C@H](CC(O)=O)C(O)=O
tangerine,D-Fructose,5100.0,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
tangerine,D-Glucose,5700.0,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
tangerine,Didymin,2.079999976,mg/100g,COC1=CC=C(C=C1)C1CC(=O)C2=C(O1)C=C(OC1OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C1O)C=C2O
tangerine,Glycine,50.0,mg/100 g,NCC(O)=O
tangerine,Hesperidin,36.107499361,mg/100g,COC1=CC=C(C=C1O)[C@@H]1CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O
tangerine,Kaempferol,0.0,mg/100g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
tangerine,L-Aspartic acid,100.5,mg/100g,N[C@@H](CC(O)=O)C(O)=O
tangerine,L-Glutamic acid,68.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
tangerine,L-Proline,82.0,mg/100g,OC(=O)[C@@H]1CCCN1
tangerine,Luteolin,0.0,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1
tangerine,Myricetin,0.0,mg/100g,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
tangerine,Narirutin,6.04125008,mg/100g,CC1OC(OCC2OC(OC3=CC(O)=C4C(=O)CC(OC4=C3)C3=CC=C(O)C=C3)C(O)C(O)C2O)C(O)C(O)C1O
