orig_food_common_name,name,orig_content,orig_unit,cas_number
sweet bisquit,Decanoic acid,414.0,mg/100g,CCCCCCCCCC(O)=O
sweet bisquit,Dodecanoic acid,1340.0,mg/100g,CCCCCCCCCCCC(O)=O
sweet bisquit,Erucic acid,620.0,mg/100g,CCCCCCCCC=CCCCCCCCCCCCC(O)=O
sweet bisquit,Gadoleic acid,827.0,mg/100g,[H]\C(CCCCCCCCCC)=C(/[H])CCCCCCCC(O)=O
sweet bisquit,L-Glutamic acid,1800.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
sweet bisquit,L-Leucine,410.0,mg/100 g,CC(C)CC(N)C(O)=O
sweet bisquit,L-Proline,610.0,mg/100g,OC(=O)[C@@H]1CCCN1
sweet bisquit,Nitrogen,900.0,mg/100 g,N#N
sweet bisquit,Nonanoic acid,414.0,mg/100 g,CCCCCCCCC(O)=O
sweet bisquit,Octanoic acid,414.0,mg/100g,CCCCCCCC(O)=O
sweet bisquit,Oleic acid,6410.0,mg/100 g,CCCCCCCC\C=C\CCCCCCCC(O)=O
sweet bisquit,Starch,34800.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
sweet bisquit,"Starch, pregelatinized",34800.0,mg/100 g,COC1C(O)C(O)C(OCC2OC(OC3C(O)C(O)C(C)OC3CO)C(O)C(O)C2OC2OC(CO)C(OC)C(O)C2O)OC1CO
sweet bisquit,Sucrose,26966.666666666668,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
sweet bisquit,Sugars,27100.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
sweet bisquit,alpha-Linolenic acid,414.0,mg/100 g,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
sweet cherry,3-Feruloylquinic acid,0.43333333700000004,mg/100g,COC1=CC(\C=C\C(=O)O[C@@H]2C[C@](O)(C[C@@H](O)[C@@H]2O)C(O)=O)=CC=C1O
sweet cherry,4-p-Coumaroylquinic acid,1.266666691,mg/100g,O[C@@H]1CC(O)(C(=O)O)C[C@@H](O)C1OC(=O)\C=C\C1=CC=C(O)C=C1
sweet cherry,Catechin,1.5014286209999999,mg/100g,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1
sweet cherry,Cryptochlorogenic acid,0.766666651,mg/100g,O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1OC(=O)\C=C\C1=CC(O)=C(O)C=C1)C(O)=O
sweet cherry,Cyanidin 3-glucoside,11.027436119499999,mg/100g,OC[C@H]1O[C@@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
sweet cherry,Cyanidin 3-rutinoside,78.567187261,mg/100g,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O
sweet cherry,D-Fructose,7455.0,g/kg fresh weight,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
sweet cherry,D-Glucitol,1322.5,g/kg fresh weight,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
sweet cherry,D-Glucose,8425.0,g/kg fresh weight,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
sweet cherry,Fumaric acid,380.0,g/kg fresh weight,OC(=O)\C=C/C(O)=O
sweet cherry,Malic acid,583.5,g/kg fresh weight,OC(CC(O)=O)C(O)=O
sweet cherry,Neochlorogenic acid,44.709999751999995,mg/100g,O[C@@H]1C[C@@](O)(C[C@@H](OC(=O)\C=C\C2=CC=C(O)C(O)=C2)[C@H]1O)C(O)=O
sweet cherry,Pelargonidin 3-rutinoside,1.2443225709999999,mg/100g,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
sweet cherry,Peonidin 3-glucoside,0.748754629,mg/100g,COC1=C(O)C=CC(=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
sweet cherry,Peonidin 3-rutinoside,4.6711974365,mg/100g,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC(OC)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O
sweet cherry,Procyanidin B1,0.22999999899999998,mg/100g,O[C@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=CC(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1
sweet cherry,Procyanidin B2,2.099999905,mg/100g,[H][C@]1([C@@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H]([C@H](O)C2)C1=CC(O)=C(O)C=C1
sweet cherry,Procyanidin B4,0.180000007,mg/100g,[H][C@@]1([C@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H]([C@H](O)C2)C1=CC(O)=C(O)C=C1
sweet cherry,Procyanidin B5,0.200000008,mg/100g,OC1CC2=C(O[C@H]1C1=CC=C(O)C(O)=C1)C=C(O)C([C@@H]1[C@@H](O)[C@H](OC3=CC(O)=CC(O)=C13)C1=CC(O)=C(O)C=C1)=C2O
sweet cherry,Procyanidin B7,1.00999999,mg/100g,OC1[C@H](OC2=CC(O)=CC(O)=C2[C@@H]1C1=C(O)C2=C(C=C1O)[C@H](O)[C@H](OC2)C1=CC=C(O)C(O)=C1)C1=CC(O)=C(O)C=C1
sweet cherry,Procyanidin C1,1.850000064,mg/100g,[H][C@]1([C@@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C2O[C@@H]([C@H](O)[C@@]([H])(C3=C(O)C=C(O)C4=C3O[C@@H]([C@H](O)C4)C3=CC(O)=C(O)C=C3)C2=C(O)C=C1O)C1=CC(O)=C(O)C=C1
sweet cherry,Quercetin,1.120000005,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
sweet cherry,Sucrose,803.5,g/kg fresh weight,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
sweet corn,1-Hydroxy-2-propanone,0.26099999999999995,ppb,CC(=O)CO
sweet corn,"2,3-Butanediol",0.4,ppb,CC(O)C(C)O
sweet corn,"2,5-Dimethylpyrazine",0.08800000000000001,ppb,CC1=CN=C(C)C=N1
sweet corn,2-Furanmethanol,0.1,ppb,OCC1=CC=CO1
sweet corn,2-Methoxy-4-vinylphenol,0.11,ppb,COC1=CC(C=C)=CC=C1O
sweet corn,Acetaldehyde,0.1325,ppb,CC=O
sweet corn,Acetoin,0.33666666666666667,ppb,CC(O)C(C)=O
sweet corn,Dimethyl sulfide,0.5553333333333333,ppb,CSC
sweet corn,Pyrazine,0.185,ppb,C1=CN=CC=N1
sweet pepper [green],1-O-p-Coumaroyl-beta-D-glucose,0.120000005,mg/100g,OCC1OC(OC(=O)\C=C\C2=CC=C(O)C=C2)C(O)C(O)C1O
sweet pepper [green],Catechin,0.0,mg/100g,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1
sweet pepper [green],Epicatechin 3-gallate,0.0,mg/100g,OC1=CC(O)=C2C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC2=C1)C1=CC=C(O)C(O)=C1
sweet pepper [green],Epigallocatechin,0.0,mg/100g,O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C=C(O)C=C2O
sweet pepper [green],Feruloyl glucose,0.325000008,mg/100g,COC1=C(O)C=CC(\C=C\C(=O)OC2OC(CO)C(O)C(O)C2O)=C1
sweet pepper [green],Gallocatechin,0.0,mg/100g,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C(O)=C1
sweet pepper [green],Luteolin,0.634749994,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1
sweet pepper [green],Luteolin 7-O-(2-apiosyl-6-malonyl)-glucoside,2.115000015,mg/100g,OC[C@@]1(O)CO[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)[C@@H]1O
sweet pepper [green],Procyanidin B1,0.0,mg/100g,O[C@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=CC(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1
sweet pepper [green],Procyanidin B2,0.0,mg/100g,[H][C@]1([C@@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H]([C@H](O)C2)C1=CC(O)=C(O)C=C1
sweet pepper [green],Procyanidin B3,0.0,mg/100g,[H][C@@]1([C@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H]([C@@H](O)C2)C1=CC(O)=C(O)C=C1
sweet pepper [green],Procyanidin B4,0.0,mg/100g,[H][C@@]1([C@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H]([C@H](O)C2)C1=CC(O)=C(O)C=C1
sweet pepper [green],Procyanidin B5,0.0,mg/100g,OC1CC2=C(O[C@H]1C1=CC=C(O)C(O)=C1)C=C(O)C([C@@H]1[C@@H](O)[C@H](OC3=CC(O)=CC(O)=C13)C1=CC(O)=C(O)C=C1)=C2O
sweet pepper [green],Procyanidin B7,0.0,mg/100g,OC1[C@H](OC2=CC(O)=CC(O)=C2[C@@H]1C1=C(O)C2=C(C=C1O)[C@H](O)[C@H](OC2)C1=CC=C(O)C(O)=C1)C1=CC(O)=C(O)C=C1
sweet pepper [green],Quercetin,1.943000019,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
sweet pepper [green],Quercitrin,2.159999977,mg/100g,C[C@@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O
sweet pepper [red],1-O-p-Coumaroyl-beta-D-glucose,0.295000007,mg/100g,OCC1OC(OC(=O)\C=C\C2=CC=C(O)C=C2)C(O)C(O)C1O
sweet pepper [red],Catechin,0.0,mg/100g,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1
sweet pepper [red],Epicatechin 3-gallate,0.0,mg/100g,OC1=CC(O)=C2C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC2=C1)C1=CC=C(O)C(O)=C1
sweet pepper [red],Epigallocatechin,0.0,mg/100g,O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C=C(O)C=C2O
sweet pepper [red],Feruloyl glucose,0.36499999,mg/100g,COC1=C(O)C=CC(\C=C\C(=O)OC2OC(CO)C(O)C(O)C2O)=C1
sweet pepper [red],Gallocatechin,0.0,mg/100g,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C(O)=C1
sweet pepper [red],Luteolin,0.716666651,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1
sweet pepper [red],Luteolin 7-O-(2-apiosyl-6-malonyl)-glucoside,0.055,mg/100g,OC[C@@]1(O)CO[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)[C@@H]1O
sweet pepper [red],Procyanidin B1,0.0,mg/100g,O[C@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=CC(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1
sweet pepper [red],Procyanidin B2,0.0,mg/100g,[H][C@]1([C@@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H]([C@H](O)C2)C1=CC(O)=C(O)C=C1
sweet pepper [red],Procyanidin B3,0.0,mg/100g,[H][C@@]1([C@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H]([C@@H](O)C2)C1=CC(O)=C(O)C=C1
sweet pepper [red],Quercitrin,0.09500000400000001,mg/100g,C[C@@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O
sweet pepper [yellow],(S)-Naringenin,0.0,mg/100g,[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1
sweet pepper [yellow],Apigenin,0.0,mg/100g,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1
sweet pepper [yellow],Hesperetin,0.0,mg/100g,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1
sweet pepper [yellow],Kaempferol,0.0,mg/100g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
sweet pepper [yellow],Luteolin,0.48366666799999997,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1
sweet pepper [yellow],Myricetin,0.0,mg/100g,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
sweet pepper [yellow],Quercetin,0.42133335299999997,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
sweet potato,"(Z,Z)-9,12-Octadecadienoic acid",259.85,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
sweet potato,Apigenin,0.01,mg/100 g,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1
sweet potato,Calcium,913.5,mg/100g,[Ca++]
sweet potato,Cyanidin,10.6,mg/100 g,OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1
sweet potato,Isorhamnetin,0.0,mg/100 g,COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1
sweet potato,L-Ascorbic acid,222.2,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
sweet potato,L-Aspartic acid,655.65,mg/100g,N[C@@H](CC(O)=O)C(O)=O
sweet potato,L-Glutamic acid,397.5,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
sweet potato,L-Leucine,267.25,mg/100g,CC(C)CC(N)C(O)=O
sweet potato,L-Lysine,204.5,mg/100g,NCCCC[C@H](N)C(O)=O
sweet potato,L-Serine,212.5,mg/100g,NC(CO)C(O)=O
sweet potato,L-Threonine,186.95,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
sweet potato,Pectic acid,3000.0,mg/100g,O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O
sweet potato,Phosphorus,319.5,mg/100g,P
sweet potato,Phytic acid,1050.0,mg/100g,OP(O)(=O)O[C@H]1[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O
sweet potato,Potassium,1631.65,mg/100g,[K+]
sweet potato,Retinol,16132.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
sweet potato,Starch,14300.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
sweet potato,Sucrose,6040.0,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
sweet potato,Sugars,13245.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
sweet potato leaves,Apigenin,0.06,mg/100 g,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1
sweet potato leaves,Isorhamnetin,0.13,mg/100 g,COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1
sweet potato leaves,L-Lysine,180.0,mg/100g,NCCCC[C@H](N)C(O)=O
sweet potato leaves,L-Methionine,86.0,mg/100g,CSCC[C@H](N)C(O)=O
sweet potato leaves,Phosphorus,94.0,mg/100g,P
sweet potato leaves,Potassium,497.5,mg/100g,[K+]
sweet potato leaves,Retinol,972.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
sweet potato leaves,Sodium,249.0,mg/100g,[Na]
sweet potato leaves,Sugars,5420.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
sweet rolls,L-Glutamic acid,1742.5,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
sweet rolls,Sugars,31730.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
sweet rowanberry,Kaempferol,0.0,mg/100g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
sweet rowanberry,Myricetin,0.0,mg/100g,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
sweet rowanberry,Quercetin,8.5,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
sweetcorn,(E)-2-Phenyl-2-butenal,693.3333333333334,mg/100 g,C\C=C(\C=O)C1=CC=CC=C1
sweetcorn,"(Z,Z)-9,12-Octadecadienoic acid",758.5,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
sweetcorn,D-Glucose,600.0,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
sweetcorn,L-Glutamic acid,693.3333333333334,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
sweetcorn,L-Leucine,445.0,mg/100 g,CC(C)CC(N)C(O)=O
sweetcorn,Nitrogen,550.0,mg/100 g,N#N
sweetcorn,Oleic acid,516.0,mg/100 g,CCCCCCCC\C=C\CCCCCCCC(O)=O
sweetcorn,Starch,14600.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
sweetcorn,"Starch, pregelatinized",14600.0,mg/100 g,COC1C(O)C(O)C(OCC2OC(OC3C(O)C(O)C(C)OC3CO)C(O)C(O)C2OC2OC(CO)C(OC)C(O)C2O)OC1CO
sweetcorn,Sucrose,4900.0,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
sweetcorn,Sugars,5433.333333333333,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
sweeteners,Calcium,440.0,mg/100g,[Ca++]
sweeteners,Copper,0.129,mg/100g,[Cu]
sweeteners,D-Fructose,510.0,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
sweeteners,D-Glucose,945.0,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
sweeteners,Ethanol,0.0,mg/100g,CCO
sweeteners,Iron,0.08333333333333333,mg/100g,[Fe]
sweeteners,L-Aspartic acid,983.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
sweeteners,Maltose,2940.0,mg/100g,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
sweeteners,Potassium,4.0,mg/100g,[K+]
sweeteners,Riboflavine,0.02,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
sweeteners,Selenium,0.0005499999999999999,mg/100g,[Se]
sweeteners,Sodium,253.5,mg/100g,[Na]
sweeteners,Starch,6546.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
sweeteners,Sucrose,45700.0,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
sweeteners,Sugars,63957.5,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
sweeteners,Zinc,0.049999999999999996,mg/100g,[Zn]
sweetpotato,(E)-2-Phenyl-2-butenal,130.0,mg/100 g,C\C=C(\C=O)C1=CC=CC=C1
sweetpotato,(R)-Oxypeucedanin,47.0,mg/100 g,CC1(C)OC1COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
sweetpotato,"(Z,Z)-9,12-Octadecadienoic acid",75.0,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
sweetpotato,(±)-erythro-Isoleucine,46.0,mg/100 g,CCC(C)C(N)C(O)=O
sweetpotato,Arginine,46.0,mg/100 g,N[C@@H](CCCNC(N)=N)C(O)=O
sweetpotato,Calcium,45.0,mg/100 g,[Ca++]
sweetpotato,D-Aspartic acid,310.0,mg/100 g,N[C@H](CC(O)=O)C(O)=O
sweetpotato,D-Fructose,800.0,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
sweetpotato,D-Glucose,900.0,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
sweetpotato,Glycine,52.0,mg/100g,NCC(O)=O
sweetpotato,L-Alanine,64.0,mg/100g,C[C@H](N)C(O)=O
sweetpotato,L-Aspartic acid,310.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
sweetpotato,L-Glutamic acid,130.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
sweetpotato,L-Leucine,77.0,mg/100g,CC(C)CC(N)C(O)=O
sweetpotato,L-Lysine,54.0,mg/100g,NCCCC[C@H](N)C(O)=O
sweetpotato,L-Proline,44.0,mg/100 g,OC(=O)[C@@H]1CCCN1
sweetpotato,L-Serine,73.0,mg/100g,NC(CO)C(O)=O
sweetpotato,L-Threonine,69.0,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
sweetpotato,Nitrogen,200.0,mg/100 g,N#N
sweetpotato,Potassium,408.0,mg/100g,[K+]
sweetpotato,Retinol,373.0,RE,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
sweetpotato,Sucrose,3066.6666666666665,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
sweetpotato,Sugars,4200.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
sweetpotato,epsilon-Polylysine,54.0,mg/100 g,NCCCC[C@H](N)C(O)=O
sweets,(R)-Oxypeucedanin,15.0,mg/100 g,CC1(C)OC1COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
sweets,Calcium,7.0,mg/100g,[Ca++]
sweets,Chromium,0.003,mg/100 g,[Cr]
sweets,Copper,0.028999999999999998,mg/100 g,[Cu]
sweets,D-Fructose,800.0,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
sweets,D-Glucose,5200.0,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
sweets,Iodine,0.012,mg/100 g,II
sweets,Iron,0.54,mg/100 g,[Fe]
sweets,Maltodextrin,2900.0,mg/100 g,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
sweets,Maltose,3650.0,mg/100g,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
sweets,Manganese,0.013999999999999999,mg/100 g,[Mn]
sweets,Nickel,0.07,mg/100 g,[Ni]
sweets,Nitrogen,0.0,mg/100 g,N#N
sweets,Phosphorus,15.0,mg/100g,P
sweets,Potassium,14.613333333333335,mg/100g,[K+]
sweets,Retinol,0.0,mg/100 g,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
sweets,Selenium,0.001,mg/100 g,[Se]
sweets,Sodium,58.333333333333336,mg/100g,[Na]
sweets,Starch,360.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
sweets,"Starch, pregelatinized",360.0,mg/100 g,COC1C(O)C(O)C(OCC2OC(OC3C(O)C(O)C(C)OC3CO)C(O)C(O)C2OC2OC(CO)C(OC)C(O)C2O)OC1CO
sweets,Sucrose,69383.33333333333,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
sweets,Sugars,70000.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
sweets,Zinc,0.032,mg/100 g,[Zn]
sweets,beta-Carotene,0.0,mg/100 g,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
sweets. unspecified,"24,25-Dihydroxyvitamin D3",0.0,mg/100 g,CC(CCC(O)C(C)(C)O)C1CCC2\C(CCCC12C)=C/C=C1\CC(O)CCC1=C
sweets. unspecified,Calcium,7.0,mg/100 g,[Ca++]
sweets. unspecified,Copper,0.08,mg/100 g,[Cu]
sweets. unspecified,D-Fructose,800.0,mg/100 g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
